_ - name,_ - _line,_ - retrieved_at,_ - company_number,cp_number_wikidata,_ - current_status,_ - jurisdiction_code,_ - registered_address,street,postal_code,city,_ - all_attributes - registrar,_ - all_attributes - _registerArt,_ - all_attributes - federal_state,_ - all_attributes - _registerNummer,_ - all_attributes - native_company_number,_ - all_attributes - registered_office,_ - all_attributes - former_registrar,_ - all_attributes - _registerNummerSuffix,_ - all_attributes - additional_data - AD,_ - all_attributes - additional_data - CD,_ - all_attributes - additional_data - DK,_ - all_attributes - additional_data - HD,_ - all_attributes - additional_data - SI,_ - all_attributes - additional_data - UT,_ - all_attributes - additional_data - VÖ,_ - all_attributes - additional_data - ,_ - all_attributes - additional_data - Note:,_ - officers - _ - name,_ - officers - _ - type,_ - officers - _ - position,_ - officers - _ - start_date,_ - officers - _ - end_date,_ - officers - _ - other_attributes - firstname,_ - officers - _ - other_attributes - lastname,_ - officers - _ - other_attributes - city,_ - officers - _ - other_attributes - dismissed,_ - officers - _ - other_attributes - flag,_ - officers - _ - other_attributes - reference_no,_ - officers - _ - other_attributes - title,_ - officers - _ - other_attributes - maidenname,_ - previous_names - _ - company_name,_ - subsequent_registrations - _ - data_type,_ - subsequent_registrations - _ - confidence,_ - subsequent_registrations - _ - source_url,_ - subsequent_registrations - _ - start_date,_ - subsequent_registrations - _ - retrieved_at,_ - subsequent_registrations - _ - start_date_type,_ - subsequent_registrations - _ - publication_date,_ - subsequent_registrations - _ - subsequent_registration_start_date,_ - subsequent_registrations - _ - previous_entity - entity_type,_ - subsequent_registrations - _ - previous_entity - entity_properties - company_number,_ - subsequent_registrations - _ - previous_entity - entity_properties - jurisdiction_code,_ - subsequent_registrations - _ - subsequent_entity - entity_type,_ - subsequent_registrations - _ - subsequent_entity - entity_properties - company_number,_ - subsequent_registrations - _ - subsequent_entity - entity_properties - jurisdiction_code,_ - alternate_registrations - _ - data_type,_ - alternate_registrations - _ - confidence,_ - alternate_registrations - _ - source_url,_ - alternate_registrations - _ - start_date,_ - alternate_registrations - _ - sample_date,_ - alternate_registrations - _ - retrieved_at,_ - alternate_registrations - _ - start_date_type,_ - alternate_registrations - _ - alternate_entities - _ - entity_type,_ - alternate_registrations - _ - alternate_entities - _ - entity_properties - company_number,_ - alternate_registrations - _ - alternate_entities - _ - entity_properties - jurisdiction_code
AVT Alarm- und Video-Technik GmbH,2559493,2018-06-23T10:57:18Z,D4102V_HRB4382,de/D4102V_HRB4382,currently registered,de,Saaläckerstr.,Saaläckerstr.,,,Aschaffenburg,HRB,Bavaria,4382,Aschaffenburg HRB 4382,Kleinostheim,,,true,true,true,true,true,true,true,,,Helga Schäfer,person,Geschäftsführer,,2013-08-06,Helga,Schäfer,Aschaffenburg,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jens Hefter,person,Geschäftsführer,,2017-10-13,Jens,Hefter,Aschaffenburg,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jan Peter Holzapfel,person,Prokurist,2017-12-19,,Jan Peter,Holzapfel,Stockstadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jens Hefter,person,Geschäftsführer,2013-08-06,,Jens,Hefter,Aschaffenburg,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buchtec e.K.,2559504,2018-06-23T10:57:18Z,U1104_HRA4382,de/U1104_HRA4382,currently registered,de,Zittauer Str.,Zittauer Str.,,,Dresden,HRA,Saxony,4382,Dresden HRA 4382,Görlitz,,,true,true,true,true,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dipl.-Kfm. Winfried Roos GmbH Steuerberatungsgesellschaft,2559516,2018-06-23T10:57:18Z,M1710_HRB4382,de/M1710_HRB4382,currently registered,de,Weilburger Str.,Weilburger Str.,,,Wetzlar,HRB,Hesse,4382,Wetzlar HRB 4382,Herborn-Merkenbach,,,true,true,true,true,true,true,true,,,,,,,,,,,,,,,,Dipl.-Kfm. Winfried Roos GmbH SteuerberatungsgeselIschaft,,,,,,,,,,,,,,,,,,,,,,,,
Eidechse Fußkosmetik GmbH,2559520,2018-06-23T10:57:18Z,D2910V_HRB4382,de/D2910V_HRB4382,removed,de,Großgmainer Str.,Großgmainer Str.,,,Traunstein,HRB,Bavaria,4382,Traunstein HRB 4382,Bayerisch Gmain,,,false,true,true,true,false,true,true,,,Arno Bodo : Schneider,person,Liquidator,2012-01-02,,Arno Bodo,: Schneider,Bayerisch Gmain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GWG-Gladbecker Wohnungsgesellschaft mbH,2559547,2018-06-23T10:57:18Z,R2507_HRB4382,de/R2507_HRB4382,currently registered,de,Humboldtstr.,Humboldtstr.,,,Gelsenkirchen,HRB,North Rhine-Westphalia,4382,Gelsenkirchen HRB 4382,Gladbeck,,,true,true,true,true,true,true,true,,,Peter Edelmann,person,Prokurist,,2007-04-02,Peter,Edelmann,Oberhausen,true,,,Hochbautechniker,,Gemeinnützige Wohnungs-Gesellschaft mit beschränkter Haftung,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harald Doctor Kloetsch,person,Geschäftsführer,,2007-09-18,Harald,Doctor Kloetsch,Krefeld,true,,,,,Gemeinnützige Wohnungsgesellschaft Gladbeck mbH,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Chlapek,person,Geschäftsführer,,2010-02-24,Michael,Chlapek,Gelsenkirchen,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ralf-Joseph Schnittker,person,Geschäftsführer,,2010-04-15,Ralf-Joseph,Schnittker,Dortmund,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Chlapek,person,Geschäftsführer,,2010-10-05,Michael,Chlapek,Gelsenkirchen,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dirk Miklikowski,person,Geschäftsführer,,2012-06-05,Dirk,Miklikowski,Gelsenkirchen,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas Balke,person,Prokurist,,2012-06-05,Thomas,Balke,Essen,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stephan Patz,person,Prokurist,,2015-07-27,Stephan,Patz,Bottrop,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dirk Miklikowski,person,Geschäftsführer,2010-10-05,,Dirk,Miklikowski,Gelsenkirchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kathrin Poppek,person,Prokurist,2015-07-27,,Kathrin,Poppek,Gelsenkirchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kathrin Springer,person,Prokurist,2017-02-03,,Kathrin,Springer,Gelsenkirchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Chlapek,person,Geschäftsführer,2009-09-25,,Michael,Chlapek,Gelsenkirchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Chlapek,person,Geschäftsführer,2010-04-15,,Michael,Chlapek,Gelsenkirchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ralf-Joseph Schnittker,person,Geschäftsführer,2007-09-18,,Ralf-Joseph,Schnittker,Dortmund,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ralf-Joseph Schnittker,person,Geschäftsführer,2009-09-25,,Ralf-Joseph,Schnittker,Dortmund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stephan Patz,person,Prokurist,2012-06-05,,Stephan,Patz,Bottrop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas Balke,person,Geschäftsführer,2012-06-05,,Thomas,Balke,Essen,,mit der Befugnis im Namen der Gesellschaft mit sich als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas Balke,person,Prokurist,2010-10-13,,Thomas,Balke,Essen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Herbert Deppisch Verwaltungs-GmbH,2559556,2018-06-23T10:57:18Z,D4608V_HRB4382,de/D4608V_HRB4382,currently registered,de,Julius-Echter-Str.,Julius-Echter-Str.,,,Schweinfurt,HRB,Bavaria,4382,Schweinfurt HRB 4382,Werneck,,,true,true,true,false,true,true,true,,,Werneck Deppisch Herbert,person,Geschäftsführer,,2014-03-31,Werneck,Deppisch Herbert,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Edith Burkard,person,Geschäftsführer,2014-03-31,,Edith,Burkard,Werneck OT Stettbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOTEL SCHLOSS TANGERMÜNDE GmbH & Co. KG,2559559,2018-06-23T10:57:18Z,W1215_HRA4382,de/W1215_HRA4382,currently registered,de,"Auf der Burg, Amt 1, 39590 Tangermünde.",Auf der Burg,Amt,"1, 39590 Tangermünde.",Stendal,HRA,Saxony-Anhalt,4382,Stendal HRA 4382,Tangermünde,,,true,true,true,false,true,true,true,,,"Busse Beteiligungs-GmbH, Tangermünde (Amtsgericht Stendal HRB 20811), einzelvertretungsberechtigt",company,Persönlich haftender Gesellschafter,2014-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rubenbauer GmbH - Kabel- und Leitungstechnik, Transporte",2559618,2018-06-23T10:57:18Z,D3101V_HRB4382,de/D3101V_HRB4382,currently registered,de,Schwandorfer Str.,Schwandorfer Str.,,,Amberg,HRB,Bavaria,4382,Amberg HRB 4382,Kümmersbruck,,,true,true,true,false,true,true,true,,,Konrad Biersack,person,Prokurist,2016-03-08,,Konrad,Biersack,Schwarzenfeld,,,,,,"Rubenbauer GmbH - Transporte, Recycling, Kabel- und Leitungstechnik",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stefan Rubenbauer,person,Geschäftsführer,2009-05-08,,Stefan,Rubenbauer,Amberg,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zehnte Gravenhorster Immobiliengesellschaft mbH & Co. KG,2559654,2018-06-23T10:57:18Z,R2706_HRA4382,de/R2706_HRA4382,removed,de,Gravenhorster Str.,Gravenhorster Str.,,,Steinfurt,HRA,North Rhine-Westphalia,4382,Steinfurt HRA 4382,Ibbenbüren,,,false,true,true,true,false,true,true,,,"Zehnte Gravenhorster Verwaltungsgesellschaft mbH, Ibbenbüren (AG Steinfurt HRB 5897).",company,Liquidator,2009-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dachdeckerei Dieter Opel GmbH & Co. KG,2559686,2018-06-23T10:58:27Z,D4501V_HRA4383,de/D4501V_HRA4383,currently registered,de,Tiefengrüner Str.,Tiefengrüner Str.,,,Hof,HRA,Bavaria,4383,Hof HRA 4383,Köditz,,,true,true,true,false,true,true,true,,,Dieter Opel,person,Persönlich haftender Gesellschafter,,2011-12-28,Dieter,Opel,Köditz-Lamitz,true,,,,,Dachdeckerei Dieter Opel KG,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dieter Opel Verwaltungs GmbH, Köditz (Amtsgericht Hof HRB 4938), mit der Befugnis - auch für die jeweiligen Geschäftsführer -, im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen.",company,Persönlich haftender Gesellschafter,2011-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dieter Opel,person,Persönlich haftender Gesellschafter,2011-12-28,,Dieter,Opel,Köditz-Lamitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fasanen-Apotheke, Inhaber Dr. Ernst Meyer, e.K.",2559707,2018-06-23T10:58:27Z,M1502_HRA4383,de/M1502_HRA4383,currently registered,de,Geleitstr.,Geleitstr.,,,Hanau,HRA,Hesse,4383,Hanau HRA 4383,Hanau,,,true,true,true,true,true,true,true,,,Albrecht Ebert,person,Inhaber,,2008-12-15,Albrecht,Ebert,Hanau,true,,,,,Fasanen - Apotheke Inhaber: Walter Ebert Pächter Albrecht Ebert,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ernst Doctor Meyer,person,Inhaber,2008-12-15,,Ernst,Doctor Meyer,Hanau,,,,,,Fasanen - Apotheke Inhaber: Walter Ebert,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fasanen-Apotheke, Inhaber Albrecht Ebert",,,,,,,,,,,,,,,,,,,,,,,,
Florian Dickert Heizung-Sanitär GmbH,2559710,2018-06-23T10:58:27Z,D3101V_HRB4383,de/D3101V_HRB4383,currently registered,de,Werkstr.,Werkstr.,,,Amberg,HRB,Bavaria,4383,Amberg HRB 4383,Bodenwöhr,,,true,true,true,false,true,true,true,,,Alfons Dickert,person,Geschäftsführer,,2013-01-15,Alfons,Dickert,Bodenwöhr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Florian Dickert,person,Geschäftsführer,2009-05-15,,Florian,Dickert,Reichenbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haßfurter's Landshop e.K.,2559727,2018-06-23T10:58:27Z,D3410V_HRA4383,de/D3410V_HRA4383,currently registered,de,Fabrikstr.,Fabrikstr.,,,Regensburg,HRA,Bavaria,4383,Regensburg HRA 4383,Waldmünchen,,,true,true,true,true,true,true,true,,,Josef Haßfurter,person,Persönlich haftender Gesellschafter,,2010-12-21,Josef,Haßfurter,Waldmünchen,true,,,,,Haßfurter's Landshop OHG,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johann Haßfurter,person,Inhaber,2010-12-21,,Johann,Haßfurter,Waldmünchen,,,,,,Haßfurter´s Landshop KG,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Josef Haßfurter,,,,,,,,,,,,,,,,,,,,,,,,
LAURA M. FASHION LTD Zweigniederlassung Deutschland,2559754,2018-06-23T10:58:27Z,D4501V_HRB4383,de/D4501V_HRB4383,currently registered,de,Bahnhofstr.,Bahnhofstr.,,,Hof,HRB,Bavaria,4383,Hof HRB 4383,Marktredwitz,,,true,true,true,false,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LimnoTec Abwasseranlagen GmbH,2559756,2018-06-23T10:58:27Z,R2108_HRB4383,de/R2108_HRB4383,currently registered,de,Schnathorster Str.,Schnathorster Str.,,,Bad Oeynhausen,HRB,North Rhine-Westphalia,4383,Bad Oeynhausen HRB 4383,Lübbecke,,,true,true,true,true,true,true,true,,,Horst Haake,person,Geschäftsführer,,2013-08-09,Horst,Haake,Hille,true,,,,,LimnoTec Beteililgungsgesellschaft mbH,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matthias Kubat,person,Geschäftsführer,2013-12-10,,Matthias,Kubat,Bad Oeynhausen,,einzelvertretungsberechtigt mit der Befugnis im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matthias Kubat,person,Geschäftsführer,2013-03-14,,Matthias,Kubat,Bad Oeynhausen,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REAL - Immobilien Verwaltungs- und Beteiligungs GmbH,2559775,2018-06-23T10:58:27Z,M1203_HRB4383,de/M1203_HRB4383,currently registered,de,Spessartstr.,Spessartstr.,,,Königstein,HRB,Hesse,4383,Königstein HRB 4383,Kelkheim,,,true,true,true,true,true,true,true,,,Ralf Weber,person,Geschäftsführer,,2010-12-28,Ralf,Weber,Kronberg im Taunus,true,,,,,Umwelt-Technik-Service GmbH,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wolfgang Doctor Mielich,person,Geschäftsführer,,2012-08-31,Wolfgang,Doctor Mielich,Berlin,true,,,,,""" ROTHENBERGER Umwelt - Technik - Service GmbH """,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silvia Rothenberger,person,Geschäftsführer,2012-08-31,,Silvia,Rothenberger,Frankfurt am Main,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wolfgang Doctor Mielich,person,Geschäftsführer,2010-12-28,,Wolfgang,Doctor Mielich,Berlin,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHIEDT Büro & Computer Inh. Arne Schiedt. e.Kfm.,2559785,2018-06-23T10:58:27Z,U1104_HRA4383,de/U1104_HRA4383,currently registered,de,Pillnitzer Str.,Pillnitzer Str.,,,Dresden,HRA,Saxony,4383,Dresden HRA 4383,Radeberg,,,true,true,true,true,true,true,true,,,,,,,,,,,,,,,,SCHIEDT Bürobedarfs-Service Inh. Arne Schiedt e.K.,,,,,,,,,,,,,,,,,,,,,,,,
Trippe Kopierbedarfsgesellschaft mbH,2559805,2018-06-23T10:58:27Z,R2402_HRB4383,de/R2402_HRB4383,currently registered,de,Deininghauser Str.,Deininghauser Str.,,,Dortmund,HRB,North Rhine-Westphalia,4383,Dortmund HRB 4383,Dortmund,,,true,true,true,true,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bäckerei Trabert OHG,2559843,2018-06-23T10:59:36Z,D4708V_HRA4384,de/D4708V_HRA4384,currently registered,de,Ritterstr.,Ritterstr.,,,Würzburg,HRA,Bavaria,4384,Würzburg HRA 4384,Kitzingen,,,true,true,true,true,true,true,true,,,Karl Ruß,person,Persönlich haftender Gesellschafter,,2009-07-07,Karl,Ruß,Kitzingen,true,,,Bäckermeister,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gerhard Trabert,person,Persönlich haftender Gesellschafter,2009-07-07,,Gerhard,Trabert,Kitzingen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stephanie Trabert,person,Persönlich haftender Gesellschafter,2009-07-07,,Stephanie,Trabert,Kitzingen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comtrans GmbH,2559850,2018-06-23T10:59:36Z,D4301V_HRB4384,de/D4301V_HRB4384,currently registered,de,"Geändert, nun: Hainweg 27, 95326 Kulmbach.",Geändert,nun:,"Hainweg 27, 95326 Kulmbach.",Bayreuth,HRB,Bavaria,4384,Bayreuth HRB 4384,Kulmbach,,,true,true,true,false,true,true,true,,,Robert Prawitz,person,Geschäftsführer,2006-11-06,,Robert,Prawitz,Kulmbach,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ursula Prawitz,person,Geschäftsführer,2006-11-20,,Ursula,Prawitz,Kulmbach,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ursula Prawitz,person,Geschäftsführer,2006-11-06,,Ursula,Prawitz,Kulmbach,,vertretungsberechtigt gemeinsam mit einem anderen Geschäftsführer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drahthammer Schlössl Verwaltungs GmbH,2559857,2018-06-23T10:59:36Z,D3101V_HRB4384,de/D3101V_HRB4384,currently registered,de,Drahthammerstr.,Drahthammerstr.,,,Amberg,HRB,Bavaria,4384,Amberg HRB 4384,Amberg,,,true,true,true,false,true,true,true,,,Margit Michel-Trettenbach,person,Geschäftsführer,2009-05-18,,Margit,Michel-Trettenbach,Amberg,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVO Anlagenberatung OHG,2559860,2018-06-23T10:59:36Z,U1104_HRA4384,de/U1104_HRA4384,removed,de,Geschwister-Scholl-Str.,Geschwister-Scholl-Str.,,,Dresden,HRA,Saxony,4384,Dresden HRA 4384,Dresden,,,false,true,true,true,false,true,true,,,Franz Xaver Brem,person,Persönlich haftender Gesellschafter,2010-09-07,,Franz Xaver,Brem,Heidenau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gnuse Ingenieurgesellschaft mbH,2559893,2018-06-23T10:59:36Z,R2103_HRB4384,de/R2103_HRB4384,currently registered,de,Robert-Bosch-Str.,Robert-Bosch-Str.,,,Gütersloh,HRB,North Rhine-Westphalia,4384,Gütersloh HRB 4384,Gütersloh,,,true,true,true,true,true,true,true,,,Detlef Gnuse,person,Geschäftsführer,,2017-06-21,Detlef,Gnuse,Gütersloh,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andreas Spies,person,Geschäftsführer,2017-06-21,,Andreas,Spies,Lüdinghausen,,einzelvertretungsberechtigt mit der Befugnis im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joh. Kaps Nachf. Verwaltungs- GmbH,2559909,2018-06-23T10:59:36Z,D3410V_HRB4384,de/D3410V_HRB4384,currently registered,de,Hermann-Köhl-Str.,Hermann-Köhl-Str.,,,Regensburg,HRB,Bavaria,4384,Regensburg HRB 4384,Regensburg,,,true,true,true,true,true,true,true,,,Hans Strätz,person,Geschäftsführer,,2009-12-21,Hans,Strätz,Regensburg,true,,,Optiker,,,,,,,,,,,,,,,,,,,,,,,,,,
Papagena UG (haftungsbeschränkt) & Co. KG,2559945,2018-06-23T10:59:36Z,D4501V_HRA4384,de/D4501V_HRA4384,removed,de,Hermann-Hesse-Str.,Hermann-Hesse-Str.,,,Hof,HRA,Bavaria,4384,Hof HRA 4384,Oberkotzau,,,false,true,true,false,false,true,true,,,"Papagena Verwaltungs-UG (haftungsbeschränkt), Oberkotzau (Amtsgericht Hof HRB 4941), mit der Befugnis - auch für die jeweiligen Geschäftsführer -, im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen.",company,Persönlich haftender Gesellschafter,2011-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wolfgang Wilhelmi Verwaltungs GmbH,2559992,2018-06-23T10:59:36Z,R2307_HRB4384,de/R2307_HRB4384,currently registered,de,Thusneldastr.,Thusneldastr.,,,Lemgo,HRB,North Rhine-Westphalia,4384,Lemgo HRB 4384,Lage,,,true,true,true,true,true,true,true,,,Petra Kintzel,person,Geschäftsführer,2013-07-05,,Petra,Kintzel,Lage,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INDEXBAHN e. K.,2560076,2018-06-23T11:00:46Z,R2507_HRA4385,de/R2507_HRA4385,currently registered,de,Schneiderstr.,Schneiderstr.,,,Gelsenkirchen,HRA,North Rhine-Westphalia,4385,Gelsenkirchen HRA 4385,Bottrop,,,true,true,true,false,true,true,true,,,Martin Sebastian Klima,person,Inhaber,2008-11-13,,Martin Sebastian,Klima,Bottrop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaberit GmbH,2560083,2018-06-23T11:00:46Z,P2613_HRB4385,de/P2613_HRB4385,removed,de,Fritz-Reuter-Str.,Fritz-Reuter-Str.,,,Tostedt,HRB,Lower Saxony,4385,Tostedt HRB 4385,Neu Wulmstorf,,,false,true,true,true,false,true,true,,,Ingo Döbler,person,Geschäftsführer,,2009-09-01,Ingo,Döbler,Hamburg,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uwe Döbler,person,Geschäftsführer,2009-09-01,,Uwe,Döbler,Neu Wulmstorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primex GmbH,2560114,2018-06-23T11:00:46Z,M1502_HRB4385,de/M1502_HRB4385,currently registered,de,Senefelder Str.,Senefelder Str.,,,Hanau,HRB,Hesse,4385,Hanau HRB 4385,Hanau,,,true,true,true,true,true,true,true,,,Horst Mohaupt,person,Geschäftsführer,,2013-01-02,Horst,Mohaupt,Dreieich,true,,,Fotograf,,H.M.-Color Fotofachlabor GmbH,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dagmar Mohaupt,person,Geschäftsführer,2013-01-02,,Dagmar,Mohaupt,Hanau,,sole representation,,,,Mohaupt GmbH,,,,,,,,,,,,,,,,,,,,,,,,
SOLVOTEC Beteiligungs-GmbH,2560133,2018-06-23T11:00:46Z,D4401V_HRB4385,de/D4401V_HRB4385,currently registered,de,Waldstr.,Waldstr.,,,Coburg,HRB,Bavaria,4385,Coburg HRB 4385,Rödental,,,true,true,true,false,true,true,true,,,Martin Bayer,person,Geschäftsführer,2007-12-12,,Martin,Bayer,Rödental,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eleganz Bertelwick oHG,2560202,2018-06-23T11:01:55Z,R1901_HRA4386,de/R1901_HRA4386,removed,de,Marktstr.,Marktstr.,,,Arnsberg,HRA,North Rhine-Westphalia,4386,Arnsberg HRA 4386,Soest,,,false,true,true,true,false,true,true,,,,,,,,,,,,,,,,Bertelwick-textilpflege oHG,,,,,,,,,,,,,,,,,,,,,,,,
EWS Energie & Wärme-Systeme GmbH & Co. KG,2560207,2018-06-23T11:01:55Z,D4708V_HRA4386,de/D4708V_HRA4386,removed,de,J.Wolfg.,J.Wolfg.,,,Würzburg,HRA,Bavaria,4386,Würzburg HRA 4386,Marktheidenfeld,,,false,true,true,true,false,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Technoplast Kunststoff Entwicklungs- u Vertriebs-GmbH,2560307,2018-06-23T11:01:55Z,D3310V_HRB4386,de/D3310V_HRB4386,removed,de,Hangstr.,Hangstr.,,,Nürnberg,HRB,Bavaria,4386,Nürnberg HRB 4386,Nürnberg,,,false,true,true,true,false,true,true,,,Margit geborene Richter Simon,person,Geschäftsführer,,2009-04-15,Margit geborene Richter,Simon,Nürnberg,true,,,Sekretärin,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oliver Sascha : Vorbrugg,person,Liquidator,2014-04-23,,Oliver Sascha,: Vorbrugg,Aguadulce (Almeria) / Spanien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
