_ - name,_ - _line,_ - retrieved_at,_ - company_number,cp_number_wikidata,_ - current_status,_ - jurisdiction_code,_ - registered_address,street,postal_code,city,_ - all_attributes - registrar,_ - all_attributes - _registerArt,_ - all_attributes - federal_state,_ - all_attributes - _registerNummer,_ - all_attributes - native_company_number,_ - all_attributes - registered_office,_ - all_attributes - former_registrar,_ - all_attributes - _registerNummerSuffix,_ - all_attributes - additional_data - AD,_ - all_attributes - additional_data - CD,_ - all_attributes - additional_data - DK,_ - all_attributes - additional_data - HD,_ - all_attributes - additional_data - SI,_ - all_attributes - additional_data - UT,_ - all_attributes - additional_data - VÖ,_ - all_attributes - additional_data - ,_ - all_attributes - additional_data - Note:,_ - officers - _ - name,_ - officers - _ - type,_ - officers - _ - position,_ - officers - _ - start_date,_ - officers - _ - end_date,_ - officers - _ - other_attributes - firstname,_ - officers - _ - other_attributes - lastname,_ - officers - _ - other_attributes - city,_ - officers - _ - other_attributes - dismissed,_ - officers - _ - other_attributes - flag,_ - officers - _ - other_attributes - reference_no,_ - officers - _ - other_attributes - title,_ - officers - _ - other_attributes - maidenname,_ - previous_names - _ - company_name
Norbert Abt Tiefbau GmbH,2342243,2018-06-22T09:39:04Z,G1103_HRB3282,de/G1103_HRB3282,removed,de,Bischdorfer Hauptstr.,Bischdorfer Hauptstr.,,,Cottbus,HRB,Brandenburg,3282,Cottbus HRB 3282,Lübbenau/Spreewald,,,false,true,true,true,false,true,true,,,Christina geborene Heinrich Abt,person,Liquidator,2009-08-19,,Christina geborene Heinrich,Abt,Lübbenau/Spreewald OT Bischdorf,,,,,,
METZ - Werke Verwaltungs-GmbH,2342443,2018-06-22T09:40:27Z,D3304V_HRB3283,de/D3304V_HRB3283,currently registered,de,Ohmstr.,Ohmstr.,,,Fürth,HRB,Bavaria,3283,Fürth HRB 3283,Zirndorf,,,true,true,true,true,true,true,true,,,Helene geborene Metzner Metz,person,Geschäftsführer,,2010-08-03,Helene geborene Metzner,Metz,Zirndorf,true,,,Prokuristin,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Siegfried Bremer,person,Prokurist,,2015-02-04,Siegfried,Bremer,Erlangen,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manfred Billenstein,person,Geschäftsführer,2009-02-10,,Manfred,Billenstein,Neunkirchen a.Brand,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Siegfried Bremer,person,Geschäftsführer,2006-03-27,,Siegfried,Bremer,Erlangen,,,,,,
Oberland Grundstücks- Vermietungs- und Vermögensverwaltungsgesellschaft mbH & Co. KG,2342452,2018-06-22T09:40:27Z,D2910V_HRA3283,de/D2910V_HRA3283,currently registered,de,Isarstr.,Isarstr.,,,Traunstein,HRA,Bavaria,3283,Traunstein HRA 3283,Rosenheim,,,true,true,true,true,true,true,true,,,,,,,,,,,,,,,,Oberland Grundstücks- Vermietungs- und Vermögensver- waltungsgesellschaft mbH & Co.
Otto A.L. Behrmann GmbH,2342456,2018-06-22T09:40:27Z,X1721R_HRB3283RE,de/X1721R_HRB3283RE,currently registered,de,Dieselstr.,Dieselstr.,,,Lübeck,HRB,Schleswig-Holstein,3283,Lübeck HRB 3283 RE,Reinbek,,RE,true,true,true,true,true,true,true,,,Jan Behrmann,person,Geschäftsführer,,2010-04-07,Jan,Behrmann,,true,,1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joachim Behrmann,person,Geschäftsführer,,2010-04-07,Joachim,Behrmann,,true,,2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anja Behrmann,person,Geschäftsführer,2010-04-07,2011-01-05,Anja,Behrmann,Hamburg,true,,3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wolfram Krabbe,person,Geschäftsführer,2010-04-07,,Wolfram,Krabbe,Bargteheide,,,4,,,
Rad und Sport - Klöpping OHG,2342469,2018-06-22T09:40:27Z,W1215_HRA3283,de/W1215_HRA3283,currently registered,de,Rosa-Luxemburg-Str.,Rosa-Luxemburg-Str.,,,Stendal,HRA,Saxony-Anhalt,3283,Stendal HRA 3283,Jessen (Elster),,,true,true,true,false,true,true,true,,,Heiko Klöpping,person,Persönlich haftender Gesellschafter,2011-07-14,,Heiko,Klöpping,Annaburg,,,,,,
Bio-Catering Halle e.K.,2342549,2018-06-22T09:41:46Z,W1215_HRA3284,de/W1215_HRA3284,currently registered,de,Große Klausstr.,Große Klausstr.,,,Stendal,HRA,Saxony-Anhalt,3284,Stendal HRA 3284,Halle (Saale),,,true,true,true,false,true,true,true,,,Matthias Rodewald,person,Inhaber,2011-07-14,,Matthias,Rodewald,Halle (Saale),,,,,,
Ernst Mendel GmbH,2342579,2018-06-22T09:41:46Z,D3310V_HRB3284,de/D3310V_HRB3284,currently registered,de,Tennenloher Str.,Tennenloher Str.,,,Nürnberg,HRB,Bavaria,3284,Nürnberg HRB 3284,Nürnberg,,,true,true,true,true,true,true,true,,,Walter Rücker,person,Geschäftsführer,,2012-10-04,Walter,Rücker,Nürnberg,true,,,,,cp Creative Point Gesellschaft für Marketingkommunikation mbH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Volker Höfer,person,Geschäftsführer,,2014-02-25,Volker,Höfer,Adelsdorf,true,,,,,rapid druck gmbh
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jörg Geyer,person,Geschäftsführer,2012-10-04,,Jörg,Geyer,Roth,,,,,,rapid pausen gmbh
S.A.T. Kunststofftechnik GmbH,2342699,2018-06-22T09:41:46Z,R2103_HRB3284,de/R2103_HRB3284,currently registered,de,Brockhäger Str.,Brockhäger Str.,,,Gütersloh,HRB,North Rhine-Westphalia,3284,Gütersloh HRB 3284,Gütersloh,,,true,true,true,true,true,true,true,,,Siegfried Kwasny,person,Geschäftsführer,,2014-01-27,Siegfried,Kwasny,Halle/Westf,true,,,,,ATS Kunststofftechnik GmbH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anna Kwasny,person,Geschäftsführer,2011-07-12,,Anna,Kwasny,Halle,,einzelvertretungsberechtigt mit der Befugnis im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,GT-Spritzgussmaschinen GmbH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Technotrans-Beteiligungsgesellschaft mbH
Sanitätshaus Dohse GmbH,2342701,2018-06-22T09:41:46Z,H1101_H1102_HRB3284,de/H1101_H1102_HRB3284,currently registered,de,Lange Str.,Lange Str.,,,Bremen,HRB,Bremen,3284,Bremen früher Bremerhaven HRB 3284,Bremerhaven,Bremerhaven,,true,true,true,true,true,true,true,,,Jens Kellermann,person,Geschäftsführer,2018-07-03,,Jens,Kellermann,Schiffdorf,,,,,,
""" Helmut F. Müller Bedachungs-Gesellschaft mit beschränkter Haftung""",2342756,2018-06-22T09:43:08Z,M1405_HRB3285,de/M1405_HRB3285,removed,de,"c/o Herrn Helmut Friedrich Müller, Am Hellerberg 10, 63654 Büdingen.",c/o Herrn Helmut Friedrich Müller,Am,"Hellerberg 10, 63654 Büdingen.",Friedberg,HRB,Hesse,3285,Friedberg HRB 3285,63654 Büdingen,,,false,true,true,true,false,true,true,,,Helmut Friedrich : Müller,person,Liquidator,2016-05-20,,Helmut Friedrich,: Müller,Büdingen,,sole representation,,,,
Bauwerk21 Ltd & Co. KG,2342779,2018-06-22T09:43:08Z,W1215_HRA3285,de/W1215_HRA3285,removed,de,Ihringshäuser Str.,Ihringshäuser Str.,,,Stendal,HRA,Saxony-Anhalt,3285,Stendal HRA 3285,Quedlinburg,,,false,true,true,false,false,true,true,,,London W1J 6HL (Großbritannien) (7648547) Bauwerk21 Ltd,person,Persönlich haftender Gesellschafter,2011-07-14,,London W1J 6HL (Großbritannien) (7648547),Bauwerk21 Ltd,,,,,,,
Ernst & Engbring GmbH & Co. KG,2342825,2018-06-22T09:43:08Z,R2204_HRA3285,de/R2204_HRA3285,removed,de,Industriestr.,Industriestr.,,,Recklinghausen,HRA,North Rhine-Westphalia,3285,Recklinghausen HRA 3285,Oer-Erkenschwick,,,false,true,true,true,false,true,true,,,Heinz Jürgen Feig,person,Prokurist,,2006-11-20,Heinz Jürgen,Feig,Datteln,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bernd Buddenbrock,person,Prokurist,,2009-08-12,Bernd,Buddenbrock,Herten,true,,,,,
KuW Zimmermann GmbH,2342878,2018-06-22T09:43:08Z,R2201_HRB3285,de/R2201_HRB3285,currently registered,de,Wasserstr.,Wasserstr.,,,Bochum,HRB,North Rhine-Westphalia,3285,Bochum HRB 3285,Bochum,,,true,true,true,true,true,true,true,,,,,,,,,,,,,,,,
REIMA- Verwaltungsgesellschaft mit beschränkter Haftung,2342919,2018-06-22T09:43:08Z,R2809_HRB3285,de/R2809_HRB3285,currently registered,de,Andreasstr.,Andreasstr.,,,Paderborn,HRB,North Rhine-Westphalia,3285,Paderborn HRB 3285,Paderborn,,,true,true,true,true,true,true,true,,,,,,,,,,,,,,,,
S.D.F. Messeverkaufs- und Dienstleistungs-GmbH,2342928,2018-06-22T09:43:08Z,D2803V_HRB3285,de/D2803V_HRB3285,currently registered,de,Geheimrat-Frank-Str.,Geheimrat-Frank-Str.,,,Passau,HRB,Bavaria,3285,Passau HRB 3285,Riedlhütte,,,true,true,true,true,true,true,true,,,,,,,,,,,,,,,,
SITECH Süd GmbH,2342939,2018-06-22T09:43:08Z,D3508V_HRB3285,de/D3508V_HRB3285,removed,de,Hutschenreutherstr.,Hutschenreutherstr.,,,Weiden i. d. OPf.,HRB,Bavaria,3285,Weiden i. d. OPf. HRB 3285,Weiden i.d.Opf.,,,false,true,false,false,false,true,true,,,Thomas Siller,person,Geschäftsführer,2008-02-13,,Thomas,Siller,Weiden i.d.OPf,,sole representation,,,,SITECH-Süd GmbH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Siller GmbH
texsport e.K.,2342949,2018-06-22T09:43:08Z,D3101V_HRA3285,de/D3101V_HRA3285,removed,de,Regensburger Str.,Regensburger Str.,,,Amberg,HRA,Bavaria,3285,Amberg HRA 3285,Schwandorf,,,false,true,true,false,false,true,true,,,Ralf Piske,person,Inhaber,2013-04-11,,Ralf,Piske,Schwandorf,,,,,,
ABEG Anlagen GmbH,2342985,2018-06-22T09:44:27Z,M1607_HRB3286,de/M1607_HRB3286,currently registered,de,Falkensteinstr.,Falkensteinstr.,,,Kassel,HRB,Hesse,3286,Kassel HRB 3286,Kassel,,,true,true,true,true,true,true,true,,,Marc Richter,person,Geschäftsführer,,2007-07-24,Marc,Richter,Bensheim,true,,,Kaufmann,,"""ABEG Anlage- und Beteiligungsgesellschaft mit beschränkter Haftung"""
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Henning Richter,person,Geschäftsführer,2007-07-24,,Henning,Richter,Kassel,,sole representation,,,,
Ebben & Ebben GmbH,2343030,2018-06-22T09:44:27Z,R2507_HRB3286,de/R2507_HRB3286,currently registered,de,Cranger Str.,Cranger Str.,,,Gelsenkirchen,HRB,North Rhine-Westphalia,3286,Gelsenkirchen HRB 3286,Gelsenkirchen,,,true,true,true,true,true,true,true,,,Marcus Ebben,person,Geschäftsführer,,2008-06-26,Marcus,Ebben,Gelsenkirchen-Buer,true,,,,,Cityfleisch Ebben GmbH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heinz Albert Ebben,person,Geschäftsführer,,2009-09-21,Heinz Albert,Ebben,Gelsenkirchen-Buer,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marcus Ebben,person,Geschäftsführer,2009-09-21,,Marcus,Ebben,Gelsenkirchen,,,,,,
Müthing GmbH & Co. KG Bad Kreuznach,2343122,2018-06-22T09:44:27Z,T2101V_HRA3286,de/T2101V_HRA3286,currently registered,de,Rüdesheimer Str.,Rüdesheimer Str.,,,Bad Kreuznach,HRA,Rhineland-Palatinate,3286,Bad Kreuznach HRA 3286,Bad Kreuznach,,,true,true,true,true,true,true,true,,,Werner Hohneck,person,Prokurist,,2005-12-19,Werner,Hohneck,Bad Kreuznach,true,,,,,Müthing GmbH & Co. KG
Püschel Automation GmbH & Co KG,2343141,2018-06-22T09:44:27Z,R2604_HRA3286,de/R2604_HRA3286,currently registered,de,Nottebohmstr.,Nottebohmstr.,,,Iserlohn,HRA,North Rhine-Westphalia,3286,Iserlohn HRA 3286,Lüdenscheid,,,true,true,true,true,true,true,true,,,Karl Christian Alexander Doctor Hofmann-von-Kap-herr,person,Prokurist,,2009-08-06,Karl Christian Alexander,Doctor Hofmann-von-Kap-herr,Lüdenscheid,true,,,,,Dipl.-Ing. Rainer H. Püschel GmbH & Co.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cornelia Püschel,person,Prokurist,,2010-09-27,Cornelia,Püschel,Lüdenscheid,true,,,,,Püschel Automation GmbH & Co.KG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas Klauke,person,Prokurist,,2017-07-20,Thomas,Klauke,Lüdenscheid,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Steuber,person,Prokurist,2017-07-20,,Peter,Steuber,Lüdenscheid,,,,,,
Schleginski & Pohl Montage GmbH & Co. KG,2343156,2018-06-22T09:44:27Z,N1308V_HRA3286,de/N1308V_HRA3286,removed,de,"Schweriner Straße 28 a, b, 19061 Schwerin.",Schweriner Straße 28 a,"b,",19061 Schwerin.,Schwerin,HRA,Mecklenburg-Western Pomerania,3286,Schwerin HRA 3286,Schwerin,,,false,true,true,false,false,true,true,,,Achim Pohl,person,Prokurist,,2012-09-18,Achim,Pohl,Renzow,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hans-Jürgen Massong,person,Liquidator,2012-09-18,,Hans-Jürgen,Massong,Hamburg,,sole representation,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schleginski Beteiligungs GmbH, Schwerin (Amtsgericht Schwerin HRB 11027).",company,Persönlich haftender Gesellschafter,2012-02-16,,,,,,,,,,
Trend Textil OHG,2343178,2018-06-22T09:44:27Z,D3101V_HRA3286,de/D3101V_HRA3286,currently registered,de,Untere Nabburger Str.,Untere Nabburger Str.,,,Amberg,HRA,Bavaria,3286,Amberg HRA 3286,Amberg,,,true,true,true,false,true,true,true,,,Aurelia Däbritz,person,Persönlich haftender Gesellschafter,2013-04-17,,Aurelia,Däbritz,Ebermannsdorf,,,,,,
WorkArts Dienstleistungs GmbH & Co. KG,2343201,2018-06-22T09:44:27Z,G1207_HRA3286,de/G1207_HRA3286,currently registered,de,Karl-Marx-Str.,Karl-Marx-Str.,,,Frankfurt/Oder,HRA,Brandenburg,3286,Frankfurt/Oder HRA 3286,Groß Lindow,,,true,true,true,false,true,true,true,,,"WorkArts Verwaltungs GmbH, Groß Lindow (Amtsgericht Frankfurt (Oder), HRB 15337 FF)",company,Persönlich haftender Gesellschafter,2015-04-16,,,,,,,1,,,
Bartz Bedachungen GmbH,2343227,2018-06-22T09:45:44Z,R2307_HRB3287,de/R2307_HRB3287,currently registered,de,Taller Str.,Taller Str.,,,Lemgo,HRB,North Rhine-Westphalia,3287,Lemgo HRB 3287,Kalletal,,,true,true,true,true,true,true,true,,,Manuel Bartz,person,Geschäftsführer,2012-08-23,,Manuel,Bartz,Kalletal,,einzelvertretungsberechtigt mit der Befugnis im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,
Baumeier GmbH,2343228,2018-06-22T09:45:44Z,R2402_HRB3287,de/R2402_HRB3287,removed,de,Hostedder Str.,Hostedder Str.,,,Dortmund,HRB,North Rhine-Westphalia,3287,Dortmund HRB 3287,Dortmund,,,false,true,true,true,false,true,true,,,Rosemarie Baumeier,person,Liquidator,2011-07-07,,Rosemarie,Baumeier,Dortmund,,mit der Befugnis im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,Manfred Baumeier Gesellschaft mit beschränkter Haftung
Dzulko & Sohn Immobilien GmbH,2343260,2018-06-22T09:45:44Z,X1721R_HRB3287HL,de/X1721R_HRB3287HL,currently registered,de,Islandstr.,Islandstr.,,,Lübeck,HRB,Schleswig-Holstein,3287,Lübeck HRB 3287 HL,Lübeck,,HL,true,true,true,true,true,true,true,,,Silvia geborene Pfleghaar Dzulko,person,Geschäftsführer,2008-01-15,,Silvia geborene Pfleghaar,Dzulko,Lübeck,,,,,,
e-bus electronic business software GmbH,2343261,2018-06-22T09:45:44Z,H1101_H1102_HRB3287,de/H1101_H1102_HRB3287,removed,de,t.i.m.e.,t.i.m.e.,,,Bremen,HRB,Bremen,3287,Bremen früher Bremerhaven HRB 3287,Bremerhaven,Bremerhaven,,false,true,true,true,false,true,true,,,Jürgen Witt,person,Liquidator,2013-06-28,,Jürgen,Witt,Bremerhaven,,,,,,
Leuchten Kaiser Inh. August Kaiser,2343341,2018-06-22T09:45:44Z,T2304V_HRA3287,de/T2304V_HRA3287,removed,de,Viehofer Str.,Viehofer Str.,,,Mainz,HRA,Rhineland-Palatinate,3287,Mainz HRA 3287,Essen,,,false,true,false,true,false,true,true,,,,,,,,,,,,,,,,
ROTREU Treuhand GmbH Steuerberatungsgesellschaft,2343377,2018-06-22T09:45:44Z,D2910V_HRB3287,de/D2910V_HRB3287,currently registered,de,Hölderlinstr.,Hölderlinstr.,,,Traunstein,HRB,Bavaria,3287,Traunstein HRB 3287,Stephanskirchen,,,true,true,true,true,true,true,true,,,Thomas Heran,person,Geschäftsführer,,2007-07-18,Thomas,Heran,Rosenheim,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Günter Baumgartl,person,Geschäftsführer,,2017-07-20,Günter,Baumgartl,Schloßberg,true,,,Steuerberater,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Susanne Vordermaier,person,Geschäftsführer,2007-07-18,,Susanne,Vordermaier,Rohrdorf,,sole representation,,,,
Zimbo International GmbH,2343427,2018-06-22T09:45:44Z,R2201_HRB3287,de/R2201_HRB3287,removed,de,Wasserstr.,Wasserstr.,,,Bochum,HRB,North Rhine-Westphalia,3287,Bochum HRB 3287,Bochum,,,false,true,false,true,false,true,true,,,Cornelia Gockeln,person,Geschäftsführer,,2005-03-17,Cornelia,Gockeln,Hattingen,true,,,,,FWZ Fleisch- und Wurst-Zentrale GmbH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alfons Brüggen,person,Geschäftsführer,,2008-06-27,Alfons,Brüggen,Geeste-Dalum,true,,,,,INTERFRESH Food GmbH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reinhold Zimmermann,person,Prokurist,,2008-12-11,Reinhold,Zimmermann,Lüdenscheid,true,,,,,Interfresh Food Europe GmbH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christof Queisser,person,Prokurist,,2010-06-23,Christof,Queisser,Frankfurt/Main,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alfons Brüggen,person,Geschäftsführer,2006-06-06,,Alfons,Brüggen,Geeste-Dalum,,sole representation,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christof Queisser,person,Prokurist,2008-06-27,,Christof,Queisser,Frankfurt/Main,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Willi Denecke,person,Geschäftsführer,2005-03-17,,Willi,Denecke,Lüdenscheid,,,,,,
"""REPLA"" Immobilien GmbH",2343431,2018-06-22T09:47:03Z,R1102_HRB3288,de/R1102_HRB3288,currently registered,de,Robert-Bosch-Str.,Robert-Bosch-Str.,,,Neuss,HRB,North Rhine-Westphalia,3288,Neuss HRB 3288,Dormagen,,,true,true,true,true,true,true,true,,,,,,,,,,,,,,,,
1. BC Dienstleistung UG (haftungsbeschränkt) & Co. KG,2343433,2018-06-22T09:47:03Z,W1215_HRA3288,de/W1215_HRA3288,currently registered,de,Große Klausstr.,Große Klausstr.,,,Stendal,HRA,Saxony-Anhalt,3288,Stendal HRA 3288,Halle (Saale),,,true,true,true,false,true,true,true,,,"BC Dienstleistung UG (haftungsbeschränkt), Halle (Saale) (AG Stendal HRB 16937), einzelvertretungsberechtigt",company,Persönlich haftender Gesellschafter,2011-07-14,,,,,,,,,,
Remmert Verwaltungs-GmbH,2343603,2018-06-22T09:47:03Z,X1321R_HRB3288PI,de/X1321R_HRB3288PI,currently registered,de,"c/o Ines Hock, Heidkampstraße 20, 25451 Quickborn",c/o Ines Hock,Heidkampstraße,"20, 25451 Quickborn",Pinneberg,HRB,Schleswig-Holstein,3288,Pinneberg HRB 3288 PI,Schenefeld/Krs. Pinneberg,,PI,true,true,true,true,true,true,true,,,Helga Remmert,person,Geschäftsführer,,2014-05-07,Helga,Remmert,,true,,1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ines Hock,person,Geschäftsführer,2014-05-07,,Ines,Hock,Quickborn,,,2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ines Hock,person,Liquidator,2018-01-02,,Ines,Hock,Quickborn,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Katja Johnsen,person,Geschäftsführer,2014-05-07,,Katja,Johnsen,Hamburg,,,3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Katja Johnsen,person,Liquidator,2018-01-02,,Katja,Johnsen,Hamburg,,,,,,
Sport PL GmbH,2343624,2018-06-22T09:47:03Z,R2204_HRB3288,de/R2204_HRB3288,currently registered,de,Keplerstr.,Keplerstr.,,,Recklinghausen,HRB,North Rhine-Westphalia,3288,Recklinghausen HRB 3288,Recklinghausen,,,true,true,true,true,true,true,true,,,,,,,,,,,,,,,,ETAGE Werbung + Knmmum KfltinrTTinH -
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PL Werbung + Kommunikation GmbH
5. BC Dienstleistung UG (haftungsbeschränkt) & Co. KG,2343659,2018-06-22T09:48:25Z,W1215_HRA3289,de/W1215_HRA3289,currently registered,de,Große Klausstr.,Große Klausstr.,,,Stendal,HRA,Saxony-Anhalt,3289,Stendal HRA 3289,Halle (Saale),,,true,true,true,false,true,true,true,,,"BC Dienstleistung UG (haftungsbeschränkt), Halle (Saale) (AG Stendal HRB 16937), einzelvertretungsberechtigt",company,Persönlich haftender Gesellschafter,2011-07-14,,,,,,,,,,
Infoplus Blindow Namensschilder GmbH & Co. KG,2343762,2018-06-22T09:48:25Z,X1721R_HRA3289AH,de/X1721R_HRA3289AH,currently registered,de,Bahnhofstr.,Bahnhofstr.,,,Lübeck,HRA,Schleswig-Holstein,3289,Lübeck HRA 3289 AH,Bargteheide,,AH,true,true,true,true,true,true,true,,,,,,,,,,,,,,,,
Jumond GmbH & Co. KG,2343769,2018-06-22T09:48:25Z,G1207_HRA3289,de/G1207_HRA3289,currently registered,de,Bahnhofstr.,Bahnhofstr.,,,Frankfurt/Oder,HRA,Brandenburg,3289,Frankfurt/Oder HRA 3289,Altlandsberg,,,true,true,true,false,true,true,true,,,,,,,,,,,,,,,,
Sebapharma GmbH & Co. KG,2343836,2018-06-22T09:48:25Z,T2210V_HRA3289,de/T2210V_HRA3289,currently registered,de,Binger Str.,Binger Str.,,,Koblenz,HRA,Rhineland-Palatinate,3289,Koblenz HRA 3289,Boppard,,,true,true,true,true,true,true,true,,,Hans-Peter Doctor Kempcke,person,Prokurist,,2011-03-15,Hans-Peter,Doctor Kempcke,Darmstadt,true,,,,,Sebapharma GmbH & Co.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Werner Otte,person,Prokurist,,2012-04-12,Werner,Otte,Bingen,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hans-Peter Bach,person,Prokurist,,2016-06-07,Hans-Peter,Bach,Boppard,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas Maurer,person,Persönlich haftender Gesellschafter,2009-04-24,,Thomas,Maurer,St. Goar,,von der Vertretung ausgeschlossen,,,,
TFF GmbH & Co. KG,2343854,2018-06-22T09:48:25Z,G1103_HRA3289,de/G1103_HRA3289,removed,de,Karl-Liebknecht-Str.,Karl-Liebknecht-Str.,,,Cottbus,HRA,Brandenburg,3289,Cottbus HRA 3289,Cottbus,,,false,true,true,false,false,true,true,,,"Gleichrichterwerk Großräschen GmbH Sitz Altdöbern, Altdöbern (Amtsgericht Cottbus, HRB 8335 CB)",company,Persönlich haftender Gesellschafter,2016-12-02,,,,,,,1,,,
3. BC Dienstleistung UG (haftungsbeschränkt) & Co. KG,2343891,2018-06-22T09:49:42Z,W1215_HRA3290,de/W1215_HRA3290,currently registered,de,Große Klausstr.,Große Klausstr.,,,Stendal,HRA,Saxony-Anhalt,3290,Stendal HRA 3290,Halle (Saale),,,true,true,true,false,true,true,true,,,"BC Dienstleistung UG (haftungsbeschränkt), Halle (Saale) (AG Stendal HRB 16937), einzelvertretungsberechtigt",company,Persönlich haftender Gesellschafter,2011-07-14,,,,,,,,,,
Bäckerei Straßer GmbH,2343923,2018-06-22T09:49:42Z,N1308V_HRB3290,de/N1308V_HRB3290,currently registered,de,Rudolf-Breitscheid-Str.,Rudolf-Breitscheid-Str.,,,Schwerin,HRB,Mecklenburg-Western Pomerania,3290,Schwerin HRB 3290,Lühtheen,,,true,true,true,true,true,true,true,,,Torsten Zwar,person,Geschäftsführer,,2007-08-29,Torsten,Zwar,Lübtheen,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Petra Zwar,person,Prokurist,2010-07-12,,Petra,Zwar,Lübtheen,,,,,,
Heinrich Schümann Elektromaschinenbau Gesellschaft mit beschränkter Haftung,2343982,2019-01-30T22:17:03Z,X1721R_HRB3290HL,de/X1721R_HRB3290HL,currently registered,de,Geniner Str.,Geniner Str.,,,Lübeck,HRB,Schleswig-Holstein,3290,Lübeck HRB 3290 HL,Lübeck,,HL,true,true,true,true,true,true,false,,,Jürgen Westphal,person,Geschäftsführer,,2019-01-15,Jürgen,Westphal,,true,,1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joachim Meyer,person,Geschäftsführer,2019-01-15,,Joachim,Meyer,Lübeck,,,2,,,
Joachim Krauß e.K. Versicherungsmakler,2343998,2018-06-22T09:49:42Z,G1207_HRA3290,de/G1207_HRA3290,removed,de,Gubener Str.,Gubener Str.,,,Frankfurt/Oder,HRA,Brandenburg,3290,Frankfurt/Oder HRA 3290,Frankfurt (Oder),,,false,true,false,false,false,true,true,,,Joachim Inhaber:1) Krauß,person,Inhaber,2015-04-28,,Joachim,Inhaber:1) Krauß,Frankfurt (Oder),,,,,,
Radio - Fernseh - REIS GmbH,2344047,2018-06-22T09:49:42Z,D4102V_HRB3290,de/D4102V_HRB3290,removed,de,Maximilianstr.,Maximilianstr.,,,Aschaffenburg,HRB,Bavaria,3290,Aschaffenburg HRB 3290,Aschaffenburg,,,false,true,true,true,false,true,true,,,Eleonore : Reis,person,Liquidator,2014-05-16,,Eleonore,: Reis,Mainaschaff,,,,,,
SWW Wunsiedel GmbH,2344069,2018-06-22T09:49:42Z,D4501V_HRB3290,de/D4501V_HRB3290,currently registered,de,Rot-Kreuz-Str.,Rot-Kreuz-Str.,,,Hof,HRB,Bavaria,3290,Hof HRB 3290,Wunsiedel,,,true,true,true,true,true,true,true,,,Reinhard Küspert,person,Prokurist,,2016-03-02,Reinhard,Küspert,Wunsiedel,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Markus Hausmann,person,Prokurist,2013-11-11,,Markus,Hausmann,Bad Alexandersbad,,,,,,
